id_recensione,nome_vino,cantina,regione,denominazione,vitigno,annata,punteggio,fascia_punteggio,prezzo_usd,fascia_prezzo_usd,recensore,nota_degustazione,punti_per_dollaro
1234,San Polo 2008  Brunello di Montalcino,San Polo,Toscana,Brunello di Montalcino,Sangiovese Grosso,2008,91,90-94 Ottimo,80.0,5. 75 e oltre,Non indicato,"San Polo offers a very unique interpretation of the 2008 vintage. Rather than focus on bold cherry and leather aromas, this Brunello shows tones of peppermint, chopped herb, cola, ginger and forest berry. The mouthfeel is compact, tight and shows some astringe",1.14
1235,San Quirico 2015  Vernaccia di San Gimignano,San Quirico,Toscana,Vernaccia di San Gimignano,Vernaccia,2015,87,87-89 Molto buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"Delicate scents suggesting aromatic herb, citrus blossom and a whiff of orchard fruit come together on this. The palate is round but rather shy, offering notes of mature yellow apple, honey and bitter almond.",5.8
1236,Sangervasio 2005 Recinaio White (Colli Etruria Centrale),Sangervasio,Toscana,Colli Etruria Centrale,White Blend,2005,91,90-94 Ottimo,60.0,4. Da 40 a 74,Kerin O'Keefe,"Made of 70% Trebbiano, 15% San Colombano and 15% Sangiovese, this savory dessert wine opens with fig, maple syrup and caramel aromas. The complex palate delivers chestnut honey, toasted almond and candied date flavors, while a hint of dried tangerine accents t",1.52
1237,Sant Agnese dei F.lli Gigli 2003 Libatio Lunae Red (Toscana),Sant Agnese dei F.lli Gigli,Toscana,Toscana,Red Blend,2003,90,90-94 Ottimo,55.0,4. Da 40 a 74,Non indicato,"The emphasis here is on elegance and the wine delivers a lighter mouthfeel with delicate layers of fresh berry, Mediterranean herbs, oregano and rosemary. There's nice fullness in the mouth, polished tannins and an overall delicate style.",1.64
1238,SassodiSole 2014  Rosso di Montalcino,SassodiSole,Toscana,Rosso di Montalcino,Sangiovese,2014,86,80-86 Buono,25.0,3. Da 25 a 39,Kerin O'Keefe,"This straightforward red opens with aromas of blue flower, forest floor and dark-skinned berry. The fresh simple palate offers tart cherry and dark spice alongside zesty acidity and mouth-puckering but fleeting tannins.",3.44
1239,Sensi 2011 Boscoselvo  (Brunello di Montalcino),Sensi,Toscana,Brunello di Montalcino,Sangiovese,2011,88,87-89 Molto buono,60.0,4. Da 40 a 74,Kerin O'Keefe,"Black-skinned fruit, charred earth and a whiff of leather lead the nose. Ripe and straightforward, the palate offers dried black cherry, tobacco and a whiff of licorice alongside chewy tannins. Drink through 2021.",1.47
1240,Sesta di Sopra 2006  Brunello di Montalcino,Sesta di Sopra,Toscana,Brunello di Montalcino,Sangiovese Grosso,2006,95,95-100 Eccezionale,60.0,4. Da 40 a 74,Non indicato,"Sesta di Sopra delivers a superb and beautiful Brunello with impossible richness and gorgeous intensity. Aromas include black cherry, vanilla, dark mocha, freshly ground espresso and a subtle touch of mineral dryness at the end. It's equally impressive on the ",1.58
1241,Sesti 2010 Phenomena Riserva  (Brunello di Montalcino),Sesti,Toscana,Brunello di Montalcino,Sangiovese,2010,93,90-94 Ottimo,132.0,5. 75 e oltre,Kerin O'Keefe,"Scorched soil, underbrush, pressed violet, oak, ripe berry and cured meat aromas lead the way along with a whiff of menthol. The bold, structured palate offers black raspberry jam, mature wild cherry, baking spice, toast and dried herb framed in assertive, tig",0.7
1242,Sesti 2012  Brunello di Montalcino,Sesti,Toscana,Brunello di Montalcino,Sangiovese,2012,91,90-94 Ottimo,108.0,5. 75 e oltre,Kerin O'Keefe,"Chopped herb, pine, forest floor and balsamic notes follow through to the palate, rich in vibrant red cherry, cranberry, star anise and white pepper notes. It's still tightly wound, with compact tannins and fresh acidity. Give it time to develop more depth and",0.84
1243,Siro Pacenti 2006 Riserva  (Brunello di Montalcino),Siro Pacenti,Toscana,Brunello di Montalcino,Sangiovese Grosso,2006,95,95-100 Eccezionale,120.0,5. 75 e oltre,Non indicato,"Not an obvious wine by any stretch, this riserva opens slowly and bashfully to deliver small pulses of cherry, chocolate and smoked bacon that build in intensity and power as the wine gains momentum in the glass. The tannins are present but are soft and firm w",0.79
1244,Siro Pacenti 2008  Brunello di Montalcino,Siro Pacenti,Toscana,Brunello di Montalcino,Sangiovese Grosso,2008,93,90-94 Ottimo,85.0,5. 75 e oltre,Non indicato,"Siro Pacenti hits the nail on the head with a wine that is concentrated and rich, but elegant and fresh at the same time. Fleshy extraction is supported by black cherry, licorice, rum cake, leather and spice. The wine's natural freshness offsets that fruity ri",1.09
1245,Stefania Mezzetti 2012 Principe Syrah (Cortona),Stefania Mezzetti,Toscana,Cortona,Syrah,2012,88,87-89 Molto buono,30.0,3. Da 25 a 39,Kerin O'Keefe,"Earthy aromas of tilled soil, bell pepper, ripe plum and a whiff of barnyard waft out of the glass. The palate is a bit rustic, displaying fig, ground black pepper, graphite and a gamey note alongside velvety tannins. Drink soon.",2.93
1246,Stomennano 2009 Riserva  (Chianti Classico),Stomennano,Toscana,Chianti Classico,Red Blend,2009,86,80-86 Buono,48.0,4. Da 40 a 74,Kerin O'Keefe,"This opens with subdued aromas of menthol, dried herb and spiced plum. The palate is rather evolved, offering dried cherry, coffee, clove and a hint of black tea framed in close-grained tannins that grip the finish. Drink sooner rather than later to capture wh",1.79
1247,Suberli 2006 Riserva  (Morellino di Scansano),Suberli,Toscana,Morellino di Scansano,Sangiovese,2006,88,87-89 Molto buono,25.0,3. Da 25 a 39,Non indicato,"Shows aromas of cherry, raspberry and blueberry and the wine presents a friendly, fruit-forward personality overall. This Riserva Morellino is equally intense and pleasurable in the mouth.",3.52
1248,Tassi 2007  Brunello di Montalcino,Tassi,Toscana,Brunello di Montalcino,Sangiovese Grosso,2007,88,87-89 Molto buono,70.0,4. Da 40 a 74,Non indicato,"Subdued on the nose, this wine still needs to stretch its proverbial muscles. Its flavors of cherry liqueur, rum cake, blackberry and forest underbrush give voice to a clean, traditional winemaking philosophy.",1.26
1249,Tenimenti Angelini 2001 Val di Suga Vigna Spuntali  (Brunello di Montalcino),Tenimenti Angelini,Toscana,Brunello di Montalcino,Sangiovese,2001,90,90-94 Ottimo,40.0,4. Da 40 a 74,Non indicato,"This Riserva Brunello offers excellent dimension and depth thanks to its vibrant aromas of ripe cherry, natural rubber, cola, molasses and exotic spice. The wine is chewy with thick pulp and sweet tannins.",2.25
1250,Tenimenti Angelini 2006 Val di Suga  (Brunello di Montalcino),Tenimenti Angelini,Toscana,Brunello di Montalcino,Sangiovese Grosso,2006,91,90-94 Ottimo,55.0,4. Da 40 a 74,Non indicato,"Still young and nervous, this wine needs a few more years of cellar aging. There's great potential here thanks to the wine's natural aromas of cassis, dried fruit, cherry and toasted nut. In the mouth, it is tart, crisp and long-lasting.",1.65
1251,Tenimenti Angelini 2006 Vigna Spuntali Val di Suga  (Brunello di Montalcino),Tenimenti Angelini,Toscana,Brunello di Montalcino,Sangiovese Grosso,2006,94,90-94 Ottimo,106.0,5. 75 e oltre,Non indicato,"This full-bodied wine opens with compelling aromas of black fruit, smoked bacon, leather, cinnamon and crushed clove. There's a sassy, spicy characteristic here that is further underlined by the wine's natural sweetness and roundness.",0.89
1252,Tenuta Argentiera 2005 Poggio ai Ginepri  (Bolgheri),Tenuta Argentiera,Toscana,Bolgheri,Red Blend,2005,87,87-89 Molto buono,28.0,3. Da 25 a 39,Non indicato,"This blend of Cabernet, Merlot and Syrah has a lot of heat and power locked within, recognized by slightly cooked or jammy fruit notes. But you'll also get very pleasant, warm tones of soft leather and sweet pipe tobacco.",3.11
1253,Tenuta Argentiera 2007 Argentiera  (Bolgheri Superiore),Tenuta Argentiera,Toscana,Bolgheri Superiore,Red Blend,2007,95,95-100 Eccezionale,60.0,4. Da 40 a 74,Non indicato,In terms of overall quality this is the best yet from this sea-facing estate in coastal Tuscany. The blend sees Cabernet Sauvignon enhanced by Merlot and Cabernet Franc and the overall effect is one of impressive intensity and sophistication. The finish is vel,1.58
1254,Tenuta Argentiera 2008 Poggio ai Ginepri  (Bolgheri),Tenuta Argentiera,Toscana,Bolgheri,Red Blend,2008,88,87-89 Molto buono,18.0,2. Da 15 a 24,Non indicato,"Poggio ai Ginepri (a luscious blend of Cabernet Sauvignon, Syrah and Merlot that is aged 50-50 in stainless steel and oak) shows fresh fruit characteristics of blackberry, cherry and plum. There are spice and tobacco notes but they are distant and well dosed. ",4.89
1255,Tenuta Argentiera 2010 Giorgio Bartholomäus Merlot (Toscana),Tenuta Argentiera,Toscana,Toscana,Merlot,2010,87,87-89 Molto buono,140.0,5. 75 e oltre,Kerin O'Keefe,"This barrique-aged, 100% Merlot opens with aromas of roasted coffee bean, vanilla, coconut and plum steeped in spirits. The palate delivers dried black cherry, espresso, licorice and oak extract alongside drying tannins. The fruit is starting to dry up so enjo",0.62
1256,Tenuta Buon Tempo 2012  Brunello di Montalcino,Tenuta Buon Tempo,Toscana,Brunello di Montalcino,Sangiovese,2012,89,87-89 Molto buono,60.0,4. Da 40 a 74,Kerin O'Keefe,"Black-skinned fruit, cooking spice and balsamic aromas come together in this solid, straightforward Brunello. On the palate, firm, close-grained tannins frame black cherry jam, clove and vanilla flavors. Drink 2018-2022.",1.48
1257,Tenuta Buon Tempo 2014  Rosso di Montalcino,Tenuta Buon Tempo,Toscana,Rosso di Montalcino,Sangiovese,2014,87,87-89 Molto buono,30.0,3. Da 25 a 39,Kerin O'Keefe,"Subdued aromas recall dark-skinned berry, moist earth and a whiff of menthol. The straightforward, medium-bodied palate shows dark cherry and clove alongside bright acidity and firm but not very persistent tannins.",2.9
1258,Tenuta Carlina 2009 La Togata  (Rosso di Montalcino),Tenuta Carlina,Toscana,Rosso di Montalcino,Sangiovese Grosso,2009,88,87-89 Molto buono,36.0,3. Da 25 a 39,Non indicato,"La Togata offers a crisp and fresh Rosso, with aromas of bright berry, cherry cola, wild raspberry and lemon zest. The natural acidity of this wine would pair well with lasagna topped with melted mozzarella and Parmigiano.",2.44
1259,Tenuta Crocedimezzo 2004  Brunello di Montalcino,Tenuta Crocedimezzo,Toscana,Brunello di Montalcino,Sangiovese Grosso,2004,91,90-94 Ottimo,60.0,4. Da 40 a 74,Non indicato,"This seductive Brunello portrays aromas of black fruit, vanilla, brown sugar, plums and prunes wrapped within a thin veil of smoke. It's a wine that reaches a comfortable level of intensity and balance and that offers mouth-puckering flavors of sour cherry on ",1.52
1260,Tenuta Crocedimezzo 2008  Brunello di Montalcino,Tenuta Crocedimezzo,Toscana,Brunello di Montalcino,Sangiovese Grosso,2008,90,90-94 Ottimo,56.0,4. Da 40 a 74,Non indicato,"This Brunello shows nice balance and a very comfortable level of aromatic intensity that is playful and bright without going over the top. You'll recognize tones of sweet berry fruit, cinnamon, tobacco and even a touch of zesty ginger snap. The wine feels silk",1.61
1261,Tenuta La Badiola 2012 Acquagiusta Red (Toscana),Tenuta La Badiola,Toscana,Toscana,Red Blend,2012,87,87-89 Molto buono,15.0,2. Da 15 a 24,Kerin O'Keefe,"A blend of 35% Cabernet Sauvignon, 35% Merlot and 30% Syrah, this has aromas of red currant, cedar and a whiff of white pepper. The straightforward, easy-drinking palate offers black cherry, clove, coffee and licorice alongside polished tannins. Drink now.",5.8
1262,Tenuta La Vigna 2015  Vernaccia di San Gimignano,Tenuta La Vigna,Toscana,Vernaccia di San Gimignano,Vernaccia,2015,87,87-89 Molto buono,15.0,2. Da 15 a 24,Kerin O'Keefe,Ripe yellow stone fruit and a floral whiff of pressed Spanish broom lead the nose while the bright round palate offers mature yellow pear and orange zest. It closes on a note of bitter almond.,5.8
1263,Tenuta Oliveto 2006 Riserva  (Brunello di Montalcino),Tenuta Oliveto,Toscana,Brunello di Montalcino,Sangiovese Grosso,2006,91,90-94 Ottimo,79.0,5. 75 e oltre,Non indicato,"This wine definitely shows a ripe side in its cured meat, tobacco, sandalwood, smoked bacon and old spice. Delivers a rich, plump feel in the mouth, backed by gritty tannins and bright acidity. Despite the cooler vintage, this wine packs power, heat and a tiny",1.15
1264,Tenuta Pierazzuoli 2011 Riserva  (Chianti Montalbano),Tenuta Pierazzuoli,Toscana,Chianti Montalbano,Sangiovese,2011,86,80-86 Buono,13.0,1. Sotto 15,Kerin O'Keefe,"Aromas of wood shop, espresso and licorice lead the nose. The firm palate delivers oak extract, licorice, clove, dried black cherry and sage alongside tightly-knit, drying tannins. It has structure but not much fruit richness remains.",6.62
1265,Tenuta Poggio Rosso 2015 Fufluna Red (Toscana),Tenuta Poggio Rosso,Toscana,Toscana,Red Blend,2015,87,87-89 Molto buono,20.0,2. Da 15 a 24,Kerin O'Keefe,"Made with 40% Cabernet Sauvignon, 25% Merlot, 20% Cabernet Franc and 15% Syrah, this has subtle aromas of red berry and bell pepper that carry on to the dense palate, along with a note of mature plum. Soft tannins provide the round, easygoing framework. Enjoy ",4.35
1266,Tenuta Poggio Rosso 2015 Feronia Viognier (Toscana),Tenuta Poggio Rosso,Toscana,Toscana,Viognier,2015,87,87-89 Molto buono,34.0,3. Da 25 a 39,Kerin O'Keefe,"Made entirely with Viognier, this has delicate aromas of white grapefruit and orchard fruit, while the straightforward palate delivers apricot and citrus. Enjoy soon.",2.56
1267,Tenuta San Giorgio 2004 Cacciacone Red (Toscana),Tenuta San Giorgio,Toscana,Toscana,Red Blend,2004,92,90-94 Ottimo,50.0,4. Da 40 a 74,Non indicato,"This is an attractive 50-50 blend of Cab and Syrah with thick, lush notes of sweet vanilla, black pepper and ripe cherry. It takes a modern, New World approach and stands on its own in terms of complexity and persistence; it's clean and fresh in the mouth with",1.84
1268,Tenuta San Giorgio 2008 Ugolforte  (Brunello di Montalcino),Tenuta San Giorgio,Toscana,Brunello di Montalcino,Sangiovese Grosso,2008,89,87-89 Molto buono,65.0,4. Da 40 a 74,Non indicato,Here is a light and feminine expression of Brunello that delivers bright berry and white cherry with pretty layers of dried mint and cherry cola at the back. The wine's natural acidity is tight and sharp and you can feel a pinch of heat on the close.,1.37
1269,Tenuta San Giorgio 2012 Ciampoleto  (Rosso di Montalcino),Tenuta San Giorgio,Toscana,Rosso di Montalcino,Sangiovese,2012,86,80-86 Buono,28.0,3. Da 25 a 39,Kerin O'Keefe,"This wine brings together sensations of tilled earth, espresso, oak extract, coffee, overripe black plum and vanilla. The palate displays tightly packed tannins but it's low on fresh acidity so drink it soon.",3.07
1270,Tenuta San Guido 2013 Guidalberto Red (Toscana),Tenuta San Guido,Toscana,Toscana,Red Blend,2013,93,90-94 Ottimo,56.0,4. Da 40 a 74,Kerin O'Keefe,"Fragrant, fresh and loaded with finesse, this blend of 60% Cabernet Sauvignon and 40% Merlot opens with scents of fragrant blue flowers, perfumed berry and a whiff of pine forest. The bright, silky palate delivers crunchy red currants, juicy raspberries and wh",1.66
1271,Tenuta Sette Cieli 2010 Scipio Cabernet Franc (Toscana),Tenuta Sette Cieli,Toscana,Toscana,Cabernet Franc,2010,91,90-94 Ottimo,110.0,5. 75 e oltre,Kerin O'Keefe,"Made entirely from Cabernet Franc, this opens with aromas of blueberry, cedar and a whiff of rosemary. The juicy polished palate offers red currant, raspberry and Mediterranean herb. It closes on a vanilla note. Drink through 2022.",0.83
1272,Tenuta Sette Cieli 2015 Yantra Red (Toscana),Tenuta Sette Cieli,Toscana,Toscana,Red Blend,2015,89,87-89 Molto buono,24.0,2. Da 15 a 24,Kerin O'Keefe,"This blend of 60% Cabernet Sauvignon and 40% Merlot offers blackberry, leather and baking spice aromas. The savory palate offers mature plum, ripe black cherry and black pepper notes, held together with polished tannins.",3.71
1273,Tenuta Sette Ponti 2014 Crognolo Red (Toscana),Tenuta Sette Ponti,Toscana,Toscana,Red Blend,2014,87,87-89 Molto buono,35.0,3. Da 25 a 39,Kerin O'Keefe,"This blend of Sangiovese and 10% Merlot opens with delicate aromas of violet, berry and baking spices. The palate delivers black cherry, toast and clove alongside close-grained tannins that grip the finish.",2.49
